2021-05-05 10:20:45,737 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.capitalone.dashboard.auth.DefaultAuthenticationTest], using SpringBootContextLoader
2021-05-05 10:21:32,030 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,040 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,040 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,041 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,047 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,047 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,048 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,054 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,054 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,055 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,059 [main] WARN  c.c.d.rest.RestApiExceptionHandler - Bad Request - bind exception: 
org.springframework.validation.BindException: org.springframework.validation.BeanPropertyBindingResult: 3 errors
Field error in object 'dashboardRequest' on field 'template': rejected value []; codes [Size.dashboardRequest.template,Size.template,Size.java.lang.String,Size]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [dashboardRequest.template,template]; arguments []; default message [template],2147483647,1]; default message [Please select a template]
Field error in object 'dashboardRequest' on field 'type': rejected value []; codes [Size.dashboardRequest.type,Size.type,Size.java.lang.String,Size]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [dashboardRequest.type,type]; arguments []; default message [type],2147483647,1]; default message [Please select a type]
Field error in object 'dashboardRequest' on field 'dashboardRequestTitle.title': rejected value []; codes [Size.dashboardRequest.dashboardRequestTitle.title,Size.dashboardRequestTitle.title,Size.title,Size.java.lang.String,Size]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [dashboardRequest.dashboardRequestTitle.title,dashboardRequestTitle.title]; arguments []; default message [dashboardRequestTitle.title],50,6]; default message [size must be between 6 and 50]
	at com.capitalone.dashboard.rest.RestApiExceptionHandler.handleMethodArgumentNotValid(RestApiExceptionHandler.java:60)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseEntityExceptionHandler.handleException(ResponseEntityExceptionHandler.java:172)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:205)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:133)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:97)
	at org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver.doResolveHandlerMethodException(ExceptionHandlerExceptionResolver.java:385)
	at org.springframework.web.servlet.handler.AbstractHandlerMethodExceptionResolver.doResolveException(AbstractHandlerMethodExceptionResolver.java:59)
	at org.springframework.web.servlet.handler.AbstractHandlerExceptionResolver.resolveException(AbstractHandlerExceptionResolver.java:131)
	at org.springframework.web.servlet.handler.HandlerExceptionResolverComposite.resolveException(HandlerExceptionResolverComposite.java:76)
	at org.springframework.web.servlet.DispatcherServlet.processHandlerException(DispatcherServlet.java:1222)
	at org.springframework.test.web.servlet.TestDispatcherServlet.processHandlerException(TestDispatcherServlet.java:142)
	at org.springframework.web.servlet.DispatcherServlet.processDispatchResult(DispatcherServlet.java:1034)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:984)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:901)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:970)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:872)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:652)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:846)
	at org.springframework.test.web.servlet.TestDispatcherServlet.service(TestDispatcherServlet.java:71)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:733)
	at org.springframework.mock.web.MockFilterChain$ServletFilterProxy.doFilter(MockFilterChain.java:160)
	at org.springframework.mock.web.MockFilterChain.doFilter(MockFilterChain.java:127)
	at org.springframework.test.web.servlet.MockMvc.perform(MockMvc.java:151)
	at com.capitalone.dashboard.rest.DashboardControllerTest.createDashboard_emptyValues(DashboardControllerTest.java:132)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
	at org.springframework.test.context.junit4.statements.RunBeforeTestMethodCallbacks.evaluate(RunBeforeTestMethodCallbacks.java:75)
	at org.springframework.test.context.junit4.statements.RunAfterTestMethodCallbacks.evaluate(RunAfterTestMethodCallbacks.java:86)
	at org.springframework.test.context.junit4.statements.SpringRepeat.evaluate(SpringRepeat.java:84)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:252)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:94)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.springframework.test.context.junit4.statements.RunBeforeTestClassCallbacks.evaluate(RunBeforeTestClassCallbacks.java:61)
	at org.springframework.test.context.junit4.statements.RunAfterTestClassCallbacks.evaluate(RunAfterTestClassCallbacks.java:70)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.run(SpringJUnit4ClassRunner.java:191)
	at org.apache.maven.surefire.junit4.JUnit4Provider.execute(JUnit4Provider.java:283)
	at org.apache.maven.surefire.junit4.JUnit4Provider.executeWithRerun(JUnit4Provider.java:173)
	at org.apache.maven.surefire.junit4.JUnit4Provider.executeTestSet(JUnit4Provider.java:153)
	at org.apache.maven.surefire.junit4.JUnit4Provider.invoke(JUnit4Provider.java:128)
	at org.apache.maven.surefire.booter.ForkedBooter.invokeProviderInSameClassLoader(ForkedBooter.java:203)
	at org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:155)
	at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:103)
2021-05-05 10:21:32,062 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,062 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,063 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,068 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,068 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,069 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,073 [main] WARN  c.c.d.rest.RestApiExceptionHandler - Bad Request - bind exception: 
org.springframework.validation.BindException: org.springframework.validation.BeanPropertyBindingResult: 1 errors
Field error in object 'dashboardRequestTitle' on field 'title': rejected value [null]; codes [NotNull.dashboardRequestTitle.title,NotNull.title,NotNull.java.lang.String,NotNull]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [dashboardRequestTitle.title,title]; arguments []; default message [title]]; default message [may not be null]
	at com.capitalone.dashboard.rest.RestApiExceptionHandler.handleMethodArgumentNotValid(RestApiExceptionHandler.java:60)
	at org.springframework.web.servlet.mvc.method.annotation.ResponseEntityExceptionHandler.handleException(ResponseEntityExceptionHandler.java:172)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:205)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:133)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:97)
	at org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver.doResolveHandlerMethodException(ExceptionHandlerExceptionResolver.java:385)
	at org.springframework.web.servlet.handler.AbstractHandlerMethodExceptionResolver.doResolveException(AbstractHandlerMethodExceptionResolver.java:59)
	at org.springframework.web.servlet.handler.AbstractHandlerExceptionResolver.resolveException(AbstractHandlerExceptionResolver.java:131)
	at org.springframework.web.servlet.handler.HandlerExceptionResolverComposite.resolveException(HandlerExceptionResolverComposite.java:76)
	at org.springframework.web.servlet.DispatcherServlet.processHandlerException(DispatcherServlet.java:1222)
	at org.springframework.test.web.servlet.TestDispatcherServlet.processHandlerException(TestDispatcherServlet.java:142)
	at org.springframework.web.servlet.DispatcherServlet.processDispatchResult(DispatcherServlet.java:1034)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:984)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:901)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:970)
	at org.springframework.web.servlet.FrameworkServlet.doPut(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:655)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:846)
	at org.springframework.test.web.servlet.TestDispatcherServlet.service(TestDispatcherServlet.java:71)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:733)
	at org.springframework.mock.web.MockFilterChain$ServletFilterProxy.doFilter(MockFilterChain.java:160)
	at org.springframework.mock.web.MockFilterChain.doFilter(MockFilterChain.java:127)
	at org.springframework.test.web.servlet.MockMvc.perform(MockMvc.java:151)
	at com.capitalone.dashboard.rest.DashboardControllerTest.renameTeamDashboard_nullTitle(DashboardControllerTest.java:307)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
	at org.springframework.test.context.junit4.statements.RunBeforeTestMethodCallbacks.evaluate(RunBeforeTestMethodCallbacks.java:75)
	at org.springframework.test.context.junit4.statements.RunAfterTestMethodCallbacks.evaluate(RunAfterTestMethodCallbacks.java:86)
	at org.springframework.test.context.junit4.statements.SpringRepeat.evaluate(SpringRepeat.java:84)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:252)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:94)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.springframework.test.context.junit4.statements.RunBeforeTestClassCallbacks.evaluate(RunBeforeTestClassCallbacks.java:61)
	at org.springframework.test.context.junit4.statements.RunAfterTestClassCallbacks.evaluate(RunAfterTestClassCallbacks.java:70)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.run(SpringJUnit4ClassRunner.java:191)
	at org.apache.maven.surefire.junit4.JUnit4Provider.execute(JUnit4Provider.java:283)
	at org.apache.maven.surefire.junit4.JUnit4Provider.executeWithRerun(JUnit4Provider.java:173)
	at org.apache.maven.surefire.junit4.JUnit4Provider.executeTestSet(JUnit4Provider.java:153)
	at org.apache.maven.surefire.junit4.JUnit4Provider.invoke(JUnit4Provider.java:128)
	at org.apache.maven.surefire.booter.ForkedBooter.invokeProviderInSameClassLoader(ForkedBooter.java:203)
	at org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:155)
	at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:103)
2021-05-05 10:21:32,076 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,076 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,077 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,082 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,082 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,083 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,091 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
2021-05-05 10:21:32,091 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@35b8ebbe, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1fcba616, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@8c4f7f, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@77811548, org.springframework.test.context.support.DirtiesContextTestExecutionListener@596e51d, org.springframework.test.context.transaction.TransactionalTestExecutionListener@47af18af, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@25ba5092, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@5aee3a38, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@68629275, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@573785b6, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@207e6102, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@beab0cf, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@77e77afd]
2021-05-05 10:21:32,093 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,094 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,095 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,102 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,102 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,103 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,109 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,109 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,109 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 0 ms
2021-05-05 10:21:32,113 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,113 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,114 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,126 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,126 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,127 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,135 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,135 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,136 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,140 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,140 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,141 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,147 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
2021-05-05 10:21:32,147 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@71331627, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@671aa34e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@56c29bec, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@179452a0, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7e7fec5b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4ccd2009, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@e92cf87, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@3ba69da7, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@3abab3bc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1f52118a, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7240b10, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@860f5f6, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@67a89015]
2021-05-05 10:21:32,150 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,150 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,152 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 2 ms
2021-05-05 10:21:32,157 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,157 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,158 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,165 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
2021-05-05 10:21:32,165 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@511aac2f, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@543efb02, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1d74567f, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@606e9791, org.springframework.test.context.support.DirtiesContextTestExecutionListener@64112467, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4754350c, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@782c5437, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@6c6a86bc, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@135a54a, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@672f0c35, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7d38710b, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@455f4776, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@69eca562]
2021-05-05 10:21:32,167 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,168 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,168 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 0 ms
2021-05-05 10:21:32,177 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2021-05-05 10:21:32,177 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
2021-05-05 10:21:32,178 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 1 ms
2021-05-05 10:21:32,184 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener]
2021-05-05 10:21:32,185 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@455485be, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@446b5db7, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@34ea3d68, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@34b3389a, org.springframework.test.context.support.DirtiesContextTestExecutionListener@552b32c7, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4b334b30, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2e573e43, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@38da4fb, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@fbc0347, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5e07a34b, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@49353bee, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@2771e44f, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@48386ddd]
